cve,cve_description
CVE-2023-0488,"
## CVE Details

ID: CVE-2023-0488
As of 05/19/2026, this issue is not currently on the CISA Known Exploited Vulnerabilities List
Source Identifier: security@huntr.dev
Published: 2023-01-26T22:15:26.727
Last Modified: 2024-11-21T07:37:16.667
Status: Modified

### Scores

#### CVSS 3.1 Score - Primary - nvd@nist.gov

Base Severity: MEDIUM - 5.4 (Exploitability: 2.3, Impact: 2.7)
Vector: [CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N)

#### CVSS 3.0 Score - Secondary - security@huntr.dev

Base Severity: CRITICAL - 9.6 (Exploitability: 2.8, Impact: 6.0)
Vector: [CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H](https://www.first.org/cvss/calculator/3.0#CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H)

### Description

Cross-site Scripting (XSS) - Stored in GitHub repository pyload/pyload prior to 0.5.0b3.dev42.

### Weaknesses

| Weakness | Type | Source |
| --- | --- | --- |
| [[CWE-79]] | Secondary | security@huntr.dev |

### Configurations

#### Configuration 1 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:pyload:pyload:\*:\*:\*:\*:\*:\*:\*:\*
  - End Version: 2023-01-24 (Excluding)
- cpe:2.3:a:pyload-ng_project:pyload-ng:\*:\*:\*:\*:\*:python:\*:\*
  - End Version: 0.5.0b3.dev42 (Excluding)
"
CVE-2024-21645,"
## CVE Details

ID: CVE-2024-21645
As of 05/19/2026, this issue is not currently on the CISA Known Exploited Vulnerabilities List
Source Identifier: security-advisories@github.com
Published: 2024-01-08T14:15:47.420
Last Modified: 2024-11-21T08:54:47.520
Status: Modified

### Scores

#### CVSS 3.1 Score - Secondary - security-advisories@github.com

Base Severity: MEDIUM - 5.3 (Exploitability: 3.9, Impact: 1.4)
Vector: [CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N)

#### CVSS 3.1 Score - Primary - nvd@nist.gov

Base Severity: MEDIUM - 5.3 (Exploitability: 3.9, Impact: 1.4)
Vector: [CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N)

### Description

pyLoad is the free and open-source Download Manager written in pure Python. A log injection vulnerability was identified in `pyload` allowing any unauthenticated actor to inject arbitrary messages into the logs gathered by `pyload`. Forged or otherwise, corrupted log files can be used to cover an attacker’s tracks or even to implicate another party in the commission of a malicious act. This vulnerability has been patched in version 0.5.0b3.dev77.


### Weaknesses

| Weakness | Type | Source |
| --- | --- | --- |
| [[CWE-74]] | Secondary | security-advisories@github.com |

### Configurations

#### Configuration 1 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:pyload:pyload:\*:\*:\*:\*:\*:\*:\*:\*
  - End Version: 0.4.9 (Including)
- cpe:2.3:a:pyload:pyload:0.5.0:beta1:\*:\*:\*:\*:\*:\*
- cpe:2.3:a:pyload:pyload:0.5.0:beta2:\*:\*:\*:\*:\*:\*
"
CVE-2021-43781,"
## CVE Details

ID: CVE-2021-43781
As of 05/19/2026, this issue is not currently on the CISA Known Exploited Vulnerabilities List
Source Identifier: security-advisories@github.com
Published: 2021-12-06T18:15:08.180
Last Modified: 2024-11-21T06:29:46.457
Status: Modified

### Scores

#### CVSS 3.1 Score - Secondary - security-advisories@github.com

Base Severity: MEDIUM - 6.4 (Exploitability: 3.1, Impact: 2.7)
Vector: [CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N)

#### CVSS 3.1 Score - Primary - nvd@nist.gov

Base Severity: MEDIUM - 4.3 (Exploitability: 2.8, Impact: 1.4)
Vector: [CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N)

#### CVSS 2.0 Score - Primary - nvd@nist.gov

Base Severity: MEDIUM - 4.0 (Exploitability: 8.0, Impact: 2.9)
Vector: [AV:N/AC:L/Au:S/C:P/I:N/A:N](https://nvd.nist.gov/vuln-metrics/cvss/v2-calculator?vector=(AV:N/AC:L/Au:S/C:P/I:N/A:N))

### Description

Invenio-Drafts-Resources is a submission/deposit module for Invenio, a software framework for research data management. Invenio-Drafts-Resources prior to versions 0.13.7 and 0.14.6 does not properly check permissions when a record is published. The vulnerability is exploitable in a default installation of InvenioRDM. An authenticated a user is able via REST API calls to publish draft records of other users if they know the record identifier and the draft validates (e.g. all require fields filled out). An attacker is not able to modify the data in the record, and thus e.g. *cannot* change a record from restricted to public. The problem is patched in Invenio-Drafts-Resources v0.13.7 and 0.14.6, which is part of InvenioRDM v6.0.1 and InvenioRDM v7.0 respectively.

### Weaknesses

| Weakness | Type | Source |
| --- | --- | --- |
| [[CWE-862]] | Secondary | security-advisories@github.com |
| [[CWE-863]] | Primary | nvd@nist.gov |

### Configurations

#### Configuration 1 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:inveniosoftware:invenio-drafts-resources:\*:\*:\*:\*:\*:\*:\*:\*
  - End Version: 0.13.7 (Excluding)
- cpe:2.3:a:inveniosoftware:invenio-drafts-resources:\*:\*:\*:\*:\*:\*:\*:\*
  - Start Version:  0.14.0 (Including)
  - End Version: 0.14.6 (Excluding)
"
CVE-2017-18342,"
## CVE Details

ID: CVE-2017-18342
As of 05/19/2026, this issue is not currently on the CISA Known Exploited Vulnerabilities List
Source Identifier: cve@mitre.org
Published: 2018-06-27T12:29:00.210
Last Modified: 2024-11-21T03:19:53.020
Status: Modified

### Scores

#### CVSS 3.1 Score - Primary - nvd@nist.gov

Base Severity: CRITICAL - 9.8 (Exploitability: 3.9, Impact: 5.9)
Vector: [CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H)

#### CVSS 2.0 Score - Primary - nvd@nist.gov

Base Severity: HIGH - 7.5 (Exploitability: 10.0, Impact: 6.4)
Vector: [AV:N/AC:L/Au:N/C:P/I:P/A:P](https://nvd.nist.gov/vuln-metrics/cvss/v2-calculator?vector=(AV:N/AC:L/Au:N/C:P/I:P/A:P))

### Description

In PyYAML before 5.1, the yaml.load() API could execute arbitrary code if used with untrusted data. The load() function has been deprecated in version 5.1 and the 'UnsafeLoader' has been introduced for backward compatibility with the function.

### Weaknesses

| Weakness | Type | Source |
| --- | --- | --- |
| [[CWE-502]] | Primary | nvd@nist.gov |

### Configurations

#### Configuration 1 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:pyyaml:pyyaml:\*:\*:\*:\*:\*:\*:\*:\*
  - End Version: 5.1 (Excluding)

#### Configuration 2 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:o:fedoraproject:fedora:28:\*:\*:\*:\*:\*:\*:\*
- cpe:2.3:o:fedoraproject:fedora:29:\*:\*:\*:\*:\*:\*:\*
- cpe:2.3:o:fedoraproject:fedora:30:\*:\*:\*:\*:\*:\*:\*
"
CVE-2020-14343,"
## CVE Details

ID: CVE-2020-14343
As of 05/19/2026, this issue is not currently on the CISA Known Exploited Vulnerabilities List
Source Identifier: secalert@redhat.com
Published: 2021-02-09T21:15:12.707
Last Modified: 2024-11-21T05:03:03.217
Status: Modified

### Scores

#### CVSS 3.1 Score - Primary - nvd@nist.gov

Base Severity: CRITICAL - 9.8 (Exploitability: 3.9, Impact: 5.9)
Vector: [CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H)

#### CVSS 2.0 Score - Primary - nvd@nist.gov

Base Severity: HIGH - 10.0 (Exploitability: 10.0, Impact: 10.0)
Vector: [AV:N/AC:L/Au:N/C:C/I:C/A:C](https://nvd.nist.gov/vuln-metrics/cvss/v2-calculator?vector=(AV:N/AC:L/Au:N/C:C/I:C/A:C))

### Description

A vulnerability was discovered in the PyYAML library in versions before 5.4, where it is susceptible to arbitrary code execution when it processes untrusted YAML files through the full_load method or with the FullLoader loader. Applications that use the library to process untrusted input may be vulnerable to this flaw. This flaw allows an attacker to execute arbitrary code on the system by abusing the python/object/new constructor. This flaw is due to an incomplete fix for CVE-2020-1747.

### Weaknesses

| Weakness | Type | Source |
| --- | --- | --- |
| [[CWE-20]] | Secondary | secalert@redhat.com |
| [[CWE-20]] | Primary | nvd@nist.gov |

### Configurations

#### Configuration 1 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:pyyaml:pyyaml:\*:\*:\*:\*:\*:\*:\*:\*
  - Start Version:  5.1 (Including)
  - End Version: 5.4 (Excluding)

#### Configuration 2 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:oracle:communications_cloud_native_core_network_function_cloud_native_environment:1.10.0:\*:\*:\*:\*:\*:\*:\*
- cpe:2.3:a:oracle:communications_cloud_native_core_network_function_cloud_native_environment:22.1.0:\*:\*:\*:\*:\*:\*:\*
"
CVE-2020-1747,"
## CVE Details

ID: CVE-2020-1747
As of 05/19/2026, this issue is not currently on the CISA Known Exploited Vulnerabilities List
Source Identifier: secalert@redhat.com
Published: 2020-03-24T15:15:12.293
Last Modified: 2024-11-21T05:11:17.887
Status: Modified

### Scores

#### CVSS 3.1 Score - Secondary - secalert@redhat.com

Base Severity: CRITICAL - 9.8 (Exploitability: 3.9, Impact: 5.9)
Vector: [CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H)

#### CVSS 3.1 Score - Primary - nvd@nist.gov

Base Severity: CRITICAL - 9.8 (Exploitability: 3.9, Impact: 5.9)
Vector: [CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H)

#### CVSS 2.0 Score - Primary - nvd@nist.gov

Base Severity: HIGH - 10.0 (Exploitability: 10.0, Impact: 10.0)
Vector: [AV:N/AC:L/Au:N/C:C/I:C/A:C](https://nvd.nist.gov/vuln-metrics/cvss/v2-calculator?vector=(AV:N/AC:L/Au:N/C:C/I:C/A:C))

### Description

A vulnerability was discovered in the PyYAML library in versions before 5.3.1, where it is susceptible to arbitrary code execution when it processes untrusted YAML files through the full_load method or with the FullLoader loader. Applications that use the library to process untrusted input may be vulnerable to this flaw. An attacker could use this flaw to execute arbitrary code on the system by abusing the python/object/new constructor.

### Weaknesses

| Weakness | Type | Source |
| --- | --- | --- |
| [[CWE-20]] | Secondary | secalert@redhat.com |
| [[CWE-20]] | Secondary | nvd@nist.gov |

### Configurations

#### Configuration 1 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:pyyaml:pyyaml:\*:\*:\*:\*:\*:\*:\*:\*
  - Start Version:  5.1 (Including)
  - End Version: 5.3.1 (Excluding)

#### Configuration 2 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:o:fedoraproject:fedora:30:\*:\*:\*:\*:\*:\*:\*
- cpe:2.3:o:fedoraproject:fedora:31:\*:\*:\*:\*:\*:\*:\*
- cpe:2.3:o:fedoraproject:fedora:32:\*:\*:\*:\*:\*:\*:\*
- cpe:2.3:o:fedoraproject:fedora:33:\*:\*:\*:\*:\*:\*:\*

#### Configuration 3 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:o:opensuse:leap:15.1:\*:\*:\*:\*:\*:\*:\*

#### Configuration 4 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:oracle:communications_cloud_native_core_network_function_cloud_native_environment:22.1.0:\*:\*:\*:\*:\*:\*:\*
"
CVE-2023-26302,"
## CVE Details

ID: CVE-2023-26302
As of 05/19/2026, this issue is not currently on the CISA Known Exploited Vulnerabilities List
Source Identifier: security@ubuntu.com
Published: 2023-02-22T23:15:17.677
Last Modified: 2026-02-25T17:19:19.280
Status: Modified

### Scores

#### CVSS 3.1 Score - Secondary - security@ubuntu.com

Base Severity: LOW - 3.3 (Exploitability: 1.8, Impact: 1.4)
Vector: [CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L)

#### CVSS 3.1 Score - Primary - nvd@nist.gov

Base Severity: MEDIUM - 5.5 (Exploitability: 1.8, Impact: 3.6)
Vector: [CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H)

### Description

Denial of service could be caused to the command line interface of markdown-it-py, before v2.2.0, if an attacker was allowed to use invalid UTF-8 characters as input.

### Weaknesses

| Weakness | Type | Source |
| --- | --- | --- |
| [[CWE-173]] | Secondary | security@ubuntu.com |
| [[NVD-CWE-Other]] | Primary | nvd@nist.gov |
| [[CWE-173]] | Secondary | 134c704f-9b21-4f2e-91b3-4a467353bcc0 |

### Configurations

#### Configuration 1 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:executablebooks:markdown-it-py:\*:\*:\*:\*:\*:\*:\*:\*
  - End Version: 2.2.0 (Excluding)
"
CVE-2023-26303,"
## CVE Details

ID: CVE-2023-26303
As of 05/19/2026, this issue is not currently on the CISA Known Exploited Vulnerabilities List
Source Identifier: security@ubuntu.com
Published: 2023-02-23T00:15:11.390
Last Modified: 2026-02-25T17:19:19.477
Status: Modified

### Scores

#### CVSS 3.1 Score - Secondary - security@ubuntu.com

Base Severity: LOW - 3.3 (Exploitability: 1.8, Impact: 1.4)
Vector: [CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L)

#### CVSS 3.1 Score - Primary - nvd@nist.gov

Base Severity: MEDIUM - 5.5 (Exploitability: 1.8, Impact: 3.6)
Vector: [CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H)

### Description

Denial of service could be caused to markdown-it-py, before v2.2.0, if an attacker was allowed to force null assertions with specially crafted input.

### Weaknesses

| Weakness | Type | Source |
| --- | --- | --- |
| [[CWE-173]] | Secondary | security@ubuntu.com |
| [[NVD-CWE-Other]] | Primary | nvd@nist.gov |
| [[CWE-173]] | Secondary | 134c704f-9b21-4f2e-91b3-4a467353bcc0 |

### Configurations

#### Configuration 1 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:executablebooks:markdown-it-py:\*:\*:\*:\*:\*:\*:\*:\*
  - End Version: 2.2.0 (Excluding)
"
CVE-2021-22557,"
## CVE Details

ID: CVE-2021-22557
As of 05/19/2026, this issue is not currently on the CISA Known Exploited Vulnerabilities List
Source Identifier: cve-coordination@google.com
Published: 2021-10-04T10:15:07.197
Last Modified: 2024-11-21T05:50:19.670
Status: Modified

### Scores

#### CVSS 3.1 Score - Secondary - cve-coordination@google.com

Base Severity: MEDIUM - 5.3 (Exploitability: 1.8, Impact: 3.4)
Vector: [CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L)

#### CVSS 3.1 Score - Primary - nvd@nist.gov

Base Severity: HIGH - 7.8 (Exploitability: 1.8, Impact: 5.9)
Vector: [CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H)

#### CVSS 2.0 Score - Primary - nvd@nist.gov

Base Severity: MEDIUM - 6.8 (Exploitability: 8.6, Impact: 6.4)
Vector: [AV:N/AC:M/Au:N/C:P/I:P/A:P](https://nvd.nist.gov/vuln-metrics/cvss/v2-calculator?vector=(AV:N/AC:M/Au:N/C:P/I:P/A:P))

### Description

SLO generator allows for loading of YAML files that if crafted in a specific format can allow for code execution within the context of the SLO Generator. We recommend upgrading SLO Generator past https://github.com/google/slo-generator/pull/173

### Weaknesses

| Weakness | Type | Source |
| --- | --- | --- |
| [[CWE-94]] | Secondary | cve-coordination@google.com |
| [[CWE-78]] | Primary | nvd@nist.gov |

### Configurations

#### Configuration 1 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:google:slo_generator:\*:\*:\*:\*:\*:\*:\*:\*
  - End Version: 2.0.1 (Excluding)
"
CVE-2024-48911,"
## CVE Details

ID: CVE-2024-48911
As of 05/19/2026, this issue is not currently on the CISA Known Exploited Vulnerabilities List
Source Identifier: security-advisories@github.com
Published: 2024-10-14T21:15:12.323
Last Modified: 2024-10-17T21:13:37.147
Status: Analyzed

### Scores

#### CVSS 3.1 Score - Primary - nvd@nist.gov

Base Severity: HIGH - 7.8 (Exploitability: 1.8, Impact: 5.9)
Vector: [CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H)

### Description

OpenCanary, a multi-protocol network honeypot, directly executed commands taken from its config file. Prior to version 0.9.4, where the config file is stored in an unprivileged user directory but the daemon is executed by root, it’s possible for the unprivileged user to change the config file and escalate permissions when root later runs the daemon. Version 0.9.4 contains a fix for the issue.

### Weaknesses

| Weakness | Type | Source |
| --- | --- | --- |
| [[CWE-863]] | Secondary | security-advisories@github.com |

### Configurations

#### Configuration 1 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:thinkst:opencanary:\*:\*:\*:\*:\*:\*:\*:\*
  - End Version: 0.9.4 (Excluding)
"
CVE-2017-16616,"
## CVE Details

ID: CVE-2017-16616
As of 05/19/2026, this issue is not currently on the CISA Known Exploited Vulnerabilities List
Source Identifier: cve@mitre.org
Published: 2017-11-08T03:29:00.247
Last Modified: 2026-05-13T00:24:29.033
Status: Modified

### Scores

#### CVSS 3.0 Score - Primary - nvd@nist.gov

Base Severity: CRITICAL - 9.8 (Exploitability: 3.9, Impact: 5.9)
Vector: [CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H](https://www.first.org/cvss/calculator/3.0#CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H)

#### CVSS 2.0 Score - Primary - nvd@nist.gov

Base Severity: HIGH - 7.5 (Exploitability: 10.0, Impact: 6.4)
Vector: [AV:N/AC:L/Au:N/C:P/I:P/A:P](https://nvd.nist.gov/vuln-metrics/cvss/v2-calculator?vector=(AV:N/AC:L/Au:N/C:P/I:P/A:P))

### Description

An exploitable vulnerability exists in the YAML parsing functionality in the YAMLParser method in Interfaces.py in PyAnyAPI before 0.6.1. A YAML parser can execute arbitrary Python commands resulting in command execution because load is used where safe_load should have been used. An attacker can insert Python into loaded YAML to trigger this vulnerability.

### Weaknesses

| Weakness | Type | Source |
| --- | --- | --- |
| [[NVD-CWE-noinfo]] | Primary | nvd@nist.gov |

### Configurations

#### Configuration 1 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:pyanyapi_project:pyanyapi:\*:\*:\*:\*:\*:\*:\*:\*
  - End Version: 0.6.1 (Excluding)
"
CVE-2024-3651,"
## CVE Details

ID: CVE-2024-3651
As of 05/19/2026, this issue is not currently on the CISA Known Exploited Vulnerabilities List
Source Identifier: security@huntr.dev
Published: 2024-07-07T18:15:09.827
Last Modified: 2025-11-04T22:16:02.477
Status: Modified

### Scores

#### CVSS 3.1 Score - Primary - nvd@nist.gov

Base Severity: HIGH - 7.5 (Exploitability: 3.9, Impact: 3.6)
Vector: [CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H)

#### CVSS 3.0 Score - Secondary - security@huntr.dev

Base Severity: MEDIUM - 6.2 (Exploitability: 2.5, Impact: 3.6)
Vector: [CVSS:3.0/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H](https://www.first.org/cvss/calculator/3.0#CVSS:3.0/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H)

### Description

A vulnerability was identified in the kjd/idna library, specifically within the `idna.encode()` function, affecting version 3.6. The issue arises from the function's handling of crafted input strings, which can lead to quadratic complexity and consequently, a denial of service condition. This vulnerability is triggered by a crafted input that causes the `idna.encode()` function to process the input with considerable computational load, significantly increasing the processing time in a quadratic manner relative to the input size.

### Weaknesses

| Weakness | Type | Source |
| --- | --- | --- |
| [[CWE-1333]] | Secondary | security@huntr.dev |
| [[NVD-CWE-noinfo]] | Secondary | nvd@nist.gov |

### Configurations

#### Configuration 1 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:kjd:internationalized_domain_names_in_applications:\*:\*:\*:\*:\*:\*:\*:\*
  - Start Version:  0.2 (Including)
  - End Version: 3.7 (Excluding)
"
