cve,owner,repo,patch,commit_count,diff_tokens,ranker_rank,year,repo_size_bucket,diff_bucket,ranker_bucket,year_bucket,language,cwe_family
CVE-2020-1921,facebook,hhvm,08193b7f0cd3910256e00d599f0f3eb2519c44ca,72683,31771,20258,2020,>10k,>30k,>100,2018-2020,PHP,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2019-11925,facebook,hhvm,f1cd34e63c2a0d9702be3d41462db7bfd0ae7da3,72683,124,1554,2019,>10k,<5k,>100,2018-2020,PHP,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2016-1000005,facebook,hhvm,39e7e177473350b3a5c34e8824af3b98e25efa89,72683,173,1,2016,>10k,<5k,top-1,2015-2017,PHP,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2020-1888,facebook,hhvm,b3679121bb3c7017ff04b4c08402ffff5cf59b13,72683,133,143,2020,>10k,<5k,>100,2018-2020,PHP,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2020-1919,facebook,hhvm,08193b7f0cd3910256e00d599f0f3eb2519c44ca,72683,31771,6839,2020,>10k,>30k,>100,2018-2020,PHP,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2016-6875,facebook,hhvm,1888810e77b446a79a7674784d5f139fcfa605e2,72683,411,1,2016,>10k,<5k,top-1,2015-2017,PHP,Unknown
CVE-2014-5386,facebook,hhvm,ab6fdeb84fb090b48606b6f7933028cfe7bf3a5e,72683,78,1,2014,>10k,<5k,top-1,2012-2014,PHP,Unknown
CVE-2014-9714,facebook,hhvm,324701c9fd31beb4f070f1b7ef78b115fbdfec34,72683,128,13,2014,>10k,<5k,top-11-100,2012-2014,PHP,CWE-707: Improper Neutralization
CVE-2020-1898,facebook,hhvm,1746dfb11fc0048366f34669e74318b8278a684c,72683,1615,2274,2020,>10k,<5k,>100,2018-2020,PHP,CWE-691: Insufficient Control Flow Management
CVE-2015-3274,moodle,moodle,e96e66aa16dca5cbcdb1aef0f9499edf86f1404b,92300,80,1746,2015,>10k,<5k,>100,2015-2017,PHP,CWE-707: Improper Neutralization
CVE-2014-3544,moodle,moodle,ce5a785b0962c3c94c7a7b0d36176482d21db95d,92300,64,113,2014,>10k,<5k,>100,2012-2014,PHP,CWE-707: Improper Neutralization
CVE-2013-1831,moodle,moodle,8d220cb552d9c55b98aef70e2f40ef560efeb79b,92300,258,449,2013,>10k,<5k,>100,2012-2014,PHP,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2014-7832,moodle,moodle,c844af2569e972195db8bca683c1fdf2ddbc3a59,92300,52,1,2014,>10k,<5k,top-1,2012-2014,PHP,Unknown
CVE-2014-3617,moodle,moodle,8f2e80600bf0fc220b92706907fb3d683602e5c2,92300,99,2272,2014,>10k,<5k,>100,2012-2014,PHP,Unknown
CVE-2015-5339,moodle,moodle,ed4e707577877f9253e376d22ce307140fcb8c2c,92300,69,2652,2015,>10k,<5k,>100,2015-2017,PHP,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2014-3543,moodle,moodle,595ef4772d330a20c757635ab090acdcc9b2a2fa,92300,117,3,2014,>10k,<5k,top-2-10,2012-2014,PHP,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2014-0124,moodle,moodle,dc8f55c30211efd6fac80386e5b3bffef31cca13,92300,211,198,2014,>10k,<5k,>100,2012-2014,PHP,Unknown
CVE-2014-7831,moodle,moodle,a0095e5a893190ec28f63a89deba7fd89ad1839a,92300,569,3,2014,>10k,<5k,top-2-10,2012-2014,PHP,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2014-7834,moodle,moodle,40afeb4044c9718bf175c347f0f9099a037ce9f0,92300,1375,276,2014,>10k,<5k,>100,2012-2014,PHP,Unknown
CVE-2011-2643,phpmyadmin,phpmyadmin,f63e1bb42a37401b2fdfcd2e66cce92b7ea2025c,986059,228,25,2011,>10k,<5k,top-11-100,2009-2011,PHP,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2016-5703,phpmyadmin,phpmyadmin,ef6c66dca1b0cb0a1a482477938cfc859d2baee3,986059,228,29,2016,>10k,<5k,top-11-100,2015-2017,PHP,CWE-707: Improper Neutralization
CVE-2011-2505,phpmyadmin,phpmyadmin,7ebd958b2bf59f96fecd5b3322bdbd0b244a7967,986059,228,9,2011,>10k,<5k,top-2-10,2009-2011,PHP,CWE-707: Improper Neutralization
CVE-2016-5732,phpmyadmin,phpmyadmin,0815af37f483f329f0c0565d68821fea9c47b5f5,986059,228,77,2016,>10k,<5k,top-11-100,2015-2017,PHP,CWE-707: Improper Neutralization
CVE-2016-2045,phpmyadmin,phpmyadmin,0a24f92d081033576bfdd9d4bdec1a54501734c1,986059,228,95,2016,>10k,<5k,top-11-100,2015-2017,PHP,CWE-707: Improper Neutralization
CVE-2014-9706,jelmer,dulwich,091638be3c89f46f42c3b1d57dc1504af5729176,4767,384,5,2014,1k-5k,<5k,top-2-10,2012-2014,Python,Unknown
CVE-2017-16228,jelmer,dulwich,7116a0cbbda571f7dac863f4b1c00b6e16d6d8d6,4767,213,2,2017,1k-5k,<5k,top-2-10,2015-2017,Python,Unknown
CVE-2023-52323,Legrandin,pycryptodome,0deea1bfe1489e8c80d2053bbb06a1aa0b181ebd,2978,1584,28,2023,1k-5k,<5k,top-11-100,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-25882,onnx,onnx,f369b0e859024095d721f1d1612da5a8fa38988d,2996,1297,1,2022,1k-5k,<5k,top-1,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2024-27318,onnx,onnx,66b7fb630903fdcf3e83b6b6d56d82e904264a20,2996,1646,8,2024,1k-5k,<5k,top-2-10,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2024-27319,onnx,onnx,08a399ba75a805b7813ab8936b91d0e274b08287,2996,140,10,2024,1k-5k,<5k,top-2-10,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2024-5187,onnx,onnx,1b70f9b673259360b6a2339c4bd97db9ea6e552f|3fc3845edb048df559aa2a839e39e95503a0ee34,2996,0,10000,2024,1k-5k,<5k,>100,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2021-3945,django-helpdesk,django-helpdesk,2c7065e0c4296e0c692fb4a7ee19c7357583af30|44abb197120a843cce5b5fe8276e4a44b8bb2f48,2626,0,10000,2021,1k-5k,<5k,>100,2021-2024,Python,CWE-707: Improper Neutralization
CVE-2021-3950,django-helpdesk,django-helpdesk,04483bdac3b5196737516398b5ce0383875a5c60,2626,28,20,2021,1k-5k,<5k,top-11-100,2021-2024,Python,CWE-707: Improper Neutralization
CVE-2021-3994,django-helpdesk,django-helpdesk,a22eb0673fe0b7784f99c6b5fd343b64a6700f06,2626,43,6,2021,1k-5k,<5k,top-2-10,2021-2024,Python,CWE-707: Improper Neutralization
CVE-2017-1000433,IdentityPython,pysaml2,6312a41e037954850867f29d329e5007df1424a5,3605,74,119,2017,1k-5k,<5k,>100,2015-2017,Python,CWE-284: Improper Access Control
CVE-2020-5390,IdentityPython,pysaml2,5e9d5acbcd8ae45c4e736ac521fd2df5b1c62e25|f27c7e7a7010f83380566a219fd6a290a00f2b6e,3605,0,10000,2020,1k-5k,<5k,>100,2018-2020,Python,CWE-693: Protection Mechanism Failure
CVE-2021-21238,IdentityPython,pysaml2,1d8fd268f5bf887480a403a7a5ef8f048157cc14,3605,19393,23,2021,1k-5k,15k-30k,top-11-100,2021-2024,Python,CWE-693: Protection Mechanism Failure
CVE-2021-21239,IdentityPython,pysaml2,46578df0695269a16f1c94171f1429873f90ed99,3605,348,18,2021,1k-5k,<5k,top-11-100,2021-2024,Python,CWE-693: Protection Mechanism Failure
CVE-2022-3273,ikus060,rdiffweb,b5e3bb0a98268d18ceead36ab9b2b7eaacd659a8,1569,864,61,2022,1k-5k,<5k,top-11-100,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-4314,ikus060,rdiffweb,b2df3679564d0daa2856213bb307d3e34bd89a25,1569,926,58,2022,1k-5k,<5k,top-11-100,2021-2024,Python,CWE-284: Improper Access Control
CVE-2022-3167,ikus060,rdiffweb,7294bb7466532762c93d711211e5958940c1b428,1569,264,7,2022,1k-5k,<5k,top-2-10,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-3456,ikus060,rdiffweb,b78ec09f4582e363f6f449df6f987127e126c311,1569,2361,2,2022,1k-5k,<5k,top-2-10,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-3221,ikus060,rdiffweb,9125f5a2d918fed0f3fc1c86fa94cd1779ed9f73,1569,232,26,2022,1k-5k,<5k,top-11-100,2021-2024,Python,CWE-693: Protection Mechanism Failure
CVE-2022-3179,ikus060,rdiffweb,233befc33bdc45d4838c773d5aed4408720504c5,1569,1215,5,2022,1k-5k,<5k,top-2-10,2021-2024,Python,CWE-284: Improper Access Control
CVE-2022-3376,ikus060,rdiffweb,2ffc2af65c8f8113b06e0b89929c604bcdf844b9,1569,606,24,2022,1k-5k,<5k,top-11-100,2021-2024,Python,CWE-284: Improper Access Control
CVE-2022-3362,ikus060,rdiffweb,6efb995bc32c8a8e9ad755eb813dec991dffb2b8,1569,7360,78,2022,1k-5k,5k-15k,top-11-100,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-4721,ikus060,rdiffweb,6afaae56a29536f0118b3380d296c416aa6d078d,1569,1338,13,2022,1k-5k,<5k,top-11-100,2021-2024,Python,CWE-707: Improper Neutralization
CVE-2022-3364,ikus060,rdiffweb,b62c479ff6979563c7c23e7182942bc4f460a2c7,1569,585,27,2022,1k-5k,<5k,top-11-100,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-24761,Pylons,waitress,9e0b8c801e4d505c2ffc91b891af4ba48af715e0,1055,167,9,2022,1k-5k,<5k,top-2-10,2021-2024,Python,CWE-435: Improper Interaction Between Multiple Correctly-Behaving Entities
CVE-2022-31015,Pylons,waitress,4f6789b035610e0552738cdc4b35ca809a592d48,1055,377,12,2022,1k-5k,<5k,top-11-100,2021-2024,Python,CWE-691: Insufficient Control Flow Management
CVE-2019-16789,Pylons,waitress,11d9e138125ad46e951027184b13242a3c1de017|ddb65b489d01d696afa1695b75fdd5df3e4ffdf8,1055,0,10000,2019,1k-5k,<5k,>100,2018-2020,Python,CWE-435: Improper Interaction Between Multiple Correctly-Behaving Entities
CVE-2024-49769,Pylons,waitress,1ae4e894c9f76543bee06584001583fc6fa8c95c,1055,80,43,2024,1k-5k,<5k,top-11-100,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2019-16786,Pylons,waitress,f11093a6b3240fc26830b6111e826128af7771c3,1055,241,5,2019,1k-5k,<5k,top-2-10,2018-2020,Python,CWE-435: Improper Interaction Between Multiple Correctly-Behaving Entities
CVE-2019-16785,Pylons,waitress,8eba394ad75deaf9e5cd15b78a3d16b12e6b0eba,1055,5160,5,2019,1k-5k,5k-15k,top-2-10,2018-2020,Python,CWE-435: Improper Interaction Between Multiple Correctly-Behaving Entities
CVE-2021-29463,Exiv2,exiv2,783b3a6ff15ed6f82a8f8e6c8a6f3b84a9b04d4b,8734,455,392,2021,5k-10k,<5k,>100,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2021-29464,Exiv2,exiv2,f9308839198aca5e68a65194f151a1de92398f54,8734,308,409,2021,5k-10k,<5k,>100,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2023-0057,pyload,pyload,bd2a31b7de54570b919aa1581d486e6ee18c0f64,7866,58,7,2023,5k-10k,<5k,top-2-10,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2024-22416,pyload,pyload,1374c824271cb7e927740664d06d2e577624ca3e|c7cdc18ad9134a75222974b39e8b427c4af845fc,7866,0,10000,2024,5k-10k,<5k,>100,2021-2024,Python,CWE-693: Protection Mechanism Failure
CVE-2024-24808,pyload,pyload,fe94451dcc2be90b3889e2fd9d07b483c8a6dccd,7866,358,4,2024,5k-10k,<5k,top-2-10,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2023-0435,pyload,pyload,431ea6f0371d748df66b344a05ca1a8e0310cff3,7866,18400,6,2023,5k-10k,15k-30k,top-2-10,2021-2024,Python,CWE-710: Improper Adherence to Coding Standards
CVE-2023-0227,pyload,pyload,c035714c0596b704b11af0f8a669352f128ad2d9,7866,206,2,2023,5k-10k,<5k,top-2-10,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2024-47821,pyload,pyload,48f59567393a19263c8a0285256a7537dc9ce109,7866,358,15,2024,5k-10k,<5k,top-11-100,2021-2024,Python,CWE-707: Improper Neutralization
CVE-2023-0434,pyload,pyload,a2b1eb1028f45ac58dea5f58593c1d3db2b4a104,7866,144,4,2023,5k-10k,<5k,top-2-10,2021-2024,Python,CWE-707: Improper Neutralization
CVE-2023-0488,pyload,pyload,46d75a3087f3237d06530d55998938e2e2bda6bd,7866,244,2,2023,5k-10k,<5k,top-2-10,2021-2024,Python,CWE-707: Improper Neutralization
CVE-2024-21645,pyload,pyload,4159a1191ec4fe6d927e57a9c4bb8f54e16c381d,7866,134,10,2024,5k-10k,<5k,top-2-10,2021-2024,Python,CWE-707: Improper Neutralization
CVE-2021-43781,inveniosoftware,invenio-drafts-resources,039b0cff1ad4b952000f4d8c3a93f347108b6626,415,74,1,2021,<=1k,<5k,top-1,2021-2024,Python,CWE-284: Improper Access Control
CVE-2017-18342,yaml,pyyaml,7b68405c81db889f83c32846462b238ccae5be80,325,917,20,2017,<=1k,<5k,top-11-100,2015-2017,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2020-14343,yaml,pyyaml,a001f2782501ad2d24986959f0239a354675f9dc,325,238,21,2020,<=1k,<5k,top-11-100,2018-2020,Python,CWE-707: Improper Neutralization
CVE-2020-1747,yaml,pyyaml,0cedb2a0697b2bc49e4f3841b8d4590b6b15657e|5080ba513377b6355a0502104846ee804656f1e0,325,0,10000,2020,<=1k,<5k,>100,2018-2020,Python,CWE-707: Improper Neutralization
CVE-2023-26302,executablebooks,markdown-it-py,53ca3e9c2b9e9b295f6abf7f4ad2730a9b70f68c,331,101,15,2023,<=1k,<5k,top-11-100,2021-2024,Python,CWE-707: Improper Neutralization
CVE-2023-26303,executablebooks,markdown-it-py,53ca3e9c2b9e9b295f6abf7f4ad2730a9b70f68c|ae03c6107dfa18e648f6fdd1280f5b89092d5d49,331,0,10000,2023,<=1k,<5k,>100,2021-2024,Python,CWE-707: Improper Neutralization
CVE-2021-22557,google,slo-generator,36318beab1b85d14bb860e45bea186b184690d5d,389,94,41,2021,<=1k,<5k,top-11-100,2021-2024,Python,CWE-707: Improper Neutralization
CVE-2024-48911,thinkst,opencanary,2c11575b1a3dd8b0df26a879ba856c0aa350c049,260,441,21,2024,<=1k,<5k,top-11-100,2021-2024,Python,CWE-284: Improper Access Control
CVE-2017-16616,Stranger6667,pyanyapi,810db626c18ebc261d5f4299d0f0eac38d5eb3cf,132,301,2,2017,<=1k,<5k,top-2-10,2015-2017,Python,Unknown
CVE-2024-3651,kjd,idna,1d365e17e10d72d0b7876316fc7b9ca0eebdd38d,351,121,12,2024,<=1k,<5k,top-11-100,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2023-0860,modoboa,modoboa-installer,63d92b73f3da6971ae4e13d033d625773ac91085,564,59,7,2023,<=1k,<5k,top-2-10,2021-2024,Python,CWE-284: Improper Access Control
CVE-2021-21360,zopefoundation,Products.GenericSetup,700319512b3615b3871a1f24e096cf66dc488c57,731,375,13,2021,<=1k,<5k,top-11-100,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2023-31543,bndr,pipreqs,3f5964fcb90ec6eb6df46d78e651a1b73538d0ba,363,141,46,2023,<=1k,<5k,top-11-100,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-0869,nitely,spirit,8f32f89654d6c30d56e0dd167059d32146fb32ef,950,1851,2,2022,<=1k,<5k,top-2-10,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-25303,benbusby,whoogle-search,abc30d7da3b5c67be7ce84d4699f327442d44606,848,29,1,2022,<=1k,<5k,top-1,2021-2024,Python,CWE-707: Improper Neutralization
CVE-2024-22203,benbusby,whoogle-search,3a2e0b262e4a076a20416b45e6b6f23fd265aeda,848,265,1,2024,<=1k,<5k,top-1,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2024-22204,benbusby,whoogle-search,3a2e0b262e4a076a20416b45e6b6f23fd265aeda,848,265,38,2024,<=1k,<5k,top-11-100,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2024-22205,benbusby,whoogle-search,3a2e0b262e4a076a20416b45e6b6f23fd265aeda,848,265,14,2024,<=1k,<5k,top-11-100,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2024-22417,benbusby,whoogle-search,3a2e0b262e4a076a20416b45e6b6f23fd265aeda,848,265,7,2024,<=1k,<5k,top-2-10,2021-2024,Python,CWE-707: Improper Neutralization
CVE-2024-23730,run-llama,llama-hub,c01416e737c7747a213a79881b8308c41d043515,848,260,1,2024,<=1k,<5k,top-1,2021-2024,Python,Unknown
CVE-2013-4347,joestump,python-oauth2,82dd2cdd4954cd7b8983d5d64c0dfd9072bf4650,352,319,36,2013,<=1k,<5k,top-11-100,2012-2014,Python,Unknown
CVE-2024-47532,zopefoundation,RestrictedPython,d701cc36cccac36b21fa200f1f2d1945a9a215e6,753,204,2,2024,<=1k,<5k,top-2-10,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2023-41039,zopefoundation,RestrictedPython,4134aedcff17c977da7717693ed89ce56d54c120,753,680,2,2023,<=1k,<5k,top-2-10,2021-2024,Python,CWE-707: Improper Neutralization
CVE-2021-25287,python-pillow,Pillow,3bf5eddb89afdf690eceaa52bc4d3546ba9a5f87,19173,440,722,2021,>10k,<5k,>100,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2014-3598,python-pillow,Pillow,347a1d8d956f9e64af4463ee25311b60cdd5657d,19173,100,3448,2014,>10k,<5k,>100,2012-2014,Python,Unknown
CVE-2021-25289,python-pillow,Pillow,3fee28eb9479bf7d59e0fa08068f9cc4a6e2f04c,19173,120,154,2021,>10k,<5k,>100,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2020-10379,python-pillow,Pillow,46f4a349b88915787fea3fb91348bb1665831bbb,19173,435,66,2020,>10k,<5k,top-11-100,2018-2020,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2021-25292,python-pillow,Pillow,3bce145966374dd39ce58a6fc0083f8d1890719c|6207b44ab1ff4a91d8ddc7579619876d0bb191a4,19173,0,10000,2021,>10k,<5k,>100,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2016-2533,python-pillow,Pillow,ae453aa18b66af54e7ff716f4ccb33adca60afd4,19173,208,26,2016,>10k,<5k,top-11-100,2015-2017,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2021-25291,python-pillow,Pillow,cbdce6c5d054fccaf4af34b47f212355c64ace7a,19173,169,3,2021,>10k,<5k,top-2-10,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2021-25288,python-pillow,Pillow,3bf5eddb89afdf690eceaa52bc4d3546ba9a5f87,19173,440,723,2021,>10k,<5k,>100,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2019-16865,python-pillow,Pillow,ab52630d0644e42a75eb88b78b9a9d7438a6fbeb,19173,387,202,2019,>10k,<5k,>100,2018-2020,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2021-25290,python-pillow,Pillow,86f02f7c70862a0954bfe8133736d352db978eaa,19173,200,7,2021,>10k,<5k,top-2-10,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2024-31208,element-hq,synapse,55b0aa847a61774b6a3acdc4b177a20dc019f01a,24531,1392,10000,2024,>10k,<5k,>100,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-0959,pgadmin-org,pgadmin4,dccd4f0bbaafa783d9f0360c7592b128d5cc3928,56385,228,11,2022,>10k,<5k,top-11-100,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2023-5002,pgadmin-org,pgadmin4,35f05e49b3632a0a674b9b36535a7fe2d93dd0c2,56385,228,15,2023,>10k,<5k,top-11-100,2021-2024,Python,CWE-707: Improper Neutralization
CVE-2024-2044,pgadmin-org,pgadmin4,4e49d752fba72953acceeb7f4aa2e6e32d25853d,56385,228,1,2024,>10k,<5k,top-1,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2024-3116,pgadmin-org,pgadmin4,fbbbfe22dd468bcfef1e1f833ec32289a6e56a8b,56385,228,1,2024,>10k,<5k,top-1,2021-2024,Python,CWE-707: Improper Neutralization
CVE-2024-4215,pgadmin-org,pgadmin4,f4761f55f7cf6d56d6c5129f921393b0b47fd976,56385,228,1,2024,>10k,<5k,top-1,2021-2024,Python,CWE-707: Improper Neutralization
CVE-2024-4216,pgadmin-org,pgadmin4,e384c9665ae2e72376be7cefa8e652efcee93767,56385,228,1,2024,>10k,<5k,top-1,2021-2024,Python,CWE-707: Improper Neutralization
CVE-2024-29735,apache,airflow,aae4a83cdfb3be4afeefd88a7bfa3c4d8d184958,57959,537,60,2024,>10k,<5k,top-11-100,2021-2024,Python,CWE-284: Improper Access Control
CVE-2024-39877,apache,airflow,8159f6e24704f5e0e3b3217cf79ecf5083dce531,57959,225,50,2024,>10k,<5k,top-11-100,2021-2024,Python,CWE-707: Improper Neutralization
CVE-2023-25754,apache,airflow,18347d36e67894604436f3ef47d273532683b473,57959,1256,12,2023,>10k,<5k,top-11-100,2021-2024,Python,CWE-284: Improper Access Control
CVE-2020-11978,apache,airflow,4d8599e8b0520ff4226fbad72f724afae50fdd08,57959,454,1561,2020,>10k,<5k,>100,2018-2020,Python,CWE-707: Improper Neutralization
CVE-2024-28746,apache,airflow,89e7f3e7bdf2126bbbcd959dc10d65ef92773cca,57959,500,298,2024,>10k,<5k,>100,2021-2024,Python,CWE-284: Improper Access Control
CVE-2020-17511,apache,airflow,4e32546faf227a6497ce8b282fff7450cae6f665,57959,466,1,2020,>10k,<5k,top-1,2018-2020,Python,CWE-693: Protection Mechanism Failure
CVE-2023-39553,apache,airflow,394a727ac2c18d58978bf186a7a92923460ec110,57959,266,5,2023,>10k,<5k,top-2-10,2021-2024,Python,CWE-707: Improper Neutralization
CVE-2023-22888,apache,airflow,05bd90f563649f2e9c8f0c85cf5838315a665a02,57959,1718,147,2023,>10k,<5k,>100,2021-2024,Python,CWE-707: Improper Neutralization
CVE-2023-37379,apache,airflow,e4c3ecf8ceaefa17525b495e4bcb5b2f41309603,57959,1453,11,2023,>10k,<5k,top-11-100,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-38649,apache,airflow,1d4fd5c6eacab0b88f8660f9d780174434393f1a,57959,553,58,2022,>10k,<5k,top-11-100,2021-2024,Python,CWE-707: Improper Neutralization
CVE-2015-5240,openstack,neutron,bbca973986fdc99eae9d1b2545e8246c0b2be2e2|fdc3431ccd219accf6a795079d9b67b8656eed8e,53249,228,10000,2015,>10k,<5k,>100,2015-2017,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2016-5363,openstack,neutron,5853af9cba6733725d6c9ac0db644f426713f0cf|6a93ee8ac1a901c255e3475a24f1afc11d8bf80f|997d7b03fb7f5528f0a3ce70867b9dcd9321509e,53249,228,10000,2016,>10k,<5k,>100,2015-2017,Python,Unknown
CVE-2018-14635,openstack,neutron,54aa6e81cb17b33ce4d5d469cc11dec2869c762d,53249,474,1,2018,>10k,<5k,top-1,2018-2020,Python,CWE-707: Improper Neutralization
CVE-2021-38598,openstack,neutron,0a931391d8990f3e654b4bfda24ae4119c609bbf|cc0d28a3e2ccfad6fc2ff24d78f009cbe3992575,53249,228,10000,2021,>10k,<5k,>100,2021-2024,Python,CWE-284: Improper Access Control
CVE-2021-40085,openstack,neutron,df891f0593d234e01f27d7c0376d9702e178ecfb,53249,191,12,2021,>10k,<5k,top-11-100,2021-2024,Python,Unknown
CVE-2021-40797,openstack,neutron,e610a5eb9e71aa2549fb11e2139370d227787da2,53249,70,8,2021,>10k,<5k,top-2-10,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-3277,openstack,neutron,01fc2b9195f999df4d810df4ee63f77ecbc81f7e,53249,125,292,2022,>10k,<5k,>100,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2023-36258,langchain-ai,langchain,e294ba475a355feb95003ed8f1a2b99942509a9e|fab24457bcf8ede882abd11419769c92bc4e7751,59481,228,10000,2023,>10k,<5k,>100,2021-2024,Python,CWE-707: Improper Neutralization
CVE-2024-3095,langchain-ai,langchain,604dfe2d99246b0c09f047c604f0c63eafba31e7,59481,228,3,2024,>10k,<5k,top-2-10,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2023-39659,langchain-ai,langchain,cadfce295f8a33828fc635c2e5ea28b883e5c992,59481,228,723,2023,>10k,<5k,>100,2021-2024,Python,CWE-707: Improper Neutralization
CVE-2023-38860,langchain-ai,langchain,d353d668e4b0514122a443cef91de7f76fea4245|fab24457bcf8ede882abd11419769c92bc4e7751,59481,228,10000,2023,>10k,<5k,>100,2021-2024,Python,CWE-707: Improper Neutralization
CVE-2024-28088,langchain-ai,langchain,e1924b3e93d513ca950c72f8e80e1c133749fba5,59481,228,1,2024,>10k,<5k,top-1,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2024-5998,langchain-ai,langchain,77209f315efd13442ec51c67719ba37dfaa44511,59481,228,142,2024,>10k,<5k,>100,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2023-38896,langchain-ai,langchain,e294ba475a355feb95003ed8f1a2b99942509a9e,59481,228,5,2023,>10k,<5k,top-2-10,2021-2024,Python,CWE-707: Improper Neutralization
CVE-2024-0243,langchain-ai,langchain,bf0b3cc0b5ade1fb95a5b1b6fa260e99064c2e22,59481,228,5,2024,>10k,<5k,top-2-10,2021-2024,Python,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2023-36189,langchain-ai,langchain,fab24457bcf8ede882abd11419769c92bc4e7751,59481,228,276,2023,>10k,<5k,>100,2021-2024,Python,CWE-707: Improper Neutralization
CVE-2023-34540,langchain-ai,langchain,a2f191a32229256dd41deadf97786fe41ce04cbb,59481,228,1,2023,>10k,<5k,top-1,2021-2024,Python,Unknown
